,myear,fuel,km,owner,transmission,brand,model,variant,price,city
165,2018,Diesel,"64,000 kms",First Owner,Automatic,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai Creta 1.6 CRDi AT SX Plus,NaN,11.5 Lakh*,Ahmedabad
166,2018,Diesel,"74,000 kms",First Owner,Manual,Mahindra Bolero 2011-2019 DI BSIII,Mahindra Bolero 2011-2019 DI BSIII,NaN,5.65 Lakh*,Ahmedabad
167,2017,Diesel,"68,001 kms",First Owner,Manual,Ford Aspire 1.5 TDCi Titanium,Ford Aspire 1.5 TDCi Titanium,NaN,6 Lakh*,Ahmedabad
168,2015,Diesel,"48,250 kms",First Owner,Manual,Hyundai i20 Active 1.4 S,Hyundai i20 Active 1.4 S,NaN,6.4 Lakh*,Ahmedabad
169,2016,Diesel,"27,000 kms",First Owner,Automatic,Audi Q7 2006-2020 45 TDI Quattro Premium Plus,Audi Q7 2006-2020 45 TDI Quattro Premium Plus,NaN,52 Lakh*,Ahmedabad
170,2016,Diesel,"52,000 kms",First Owner,Manual,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,NaN,5.8 Lakh*,Ahmedabad
171,2015,Diesel,"89,000 kms",First Owner,Manual,Mahindra XUV500 W10 2WD,Mahindra XUV500 W10 2WD,NaN,8.91 Lakh*,Ahmedabad
172,2015,Diesel,"60,428 kms",First Owner,Manual,Maruti SX4 S Cross DDiS 320 Delta,Maruti SX4 S Cross DDiS 320 Delta,NaN,6.5 Lakh*,Ahmedabad
173,2018,Petrol,"51,000 kms",First Owner,Manual,Maruti Ciaz Alpha BSIV,Maruti Ciaz Alpha BSIV,NaN,8.5 Lakh*,Ahmedabad
174,2011,Diesel,"65,000 kms",First Owner,Manual,Maruti Swift Dzire VDi,Maruti Swift Dzire VDi,NaN,2.9 Lakh*,Ahmedabad
175,2011,Petrol,"78,000 kms",First Owner,Manual,Honda City 1.5 S MT,Honda City 1.5 S MT,NaN,4 Lakh*,Ahmedabad
176,2017,Diesel,"96,000 kms",First Owner,Automatic,Toyota Innova Crysta 2016-2020 2.4 ZX AT,Toyota Innova Crysta 2016-2020 2.4 ZX AT,NaN,18.5 Lakh*,Ahmedabad
177,2017,Diesel,"65,000 kms",First Owner,Manual,Maruti SX4 S Cross DDiS 200 Alpha,Maruti SX4 S Cross DDiS 200 Alpha,NaN,7.75 Lakh*,Ahmedabad
178,2019,Petrol,"31,492 kms",First Owner,Manual,Hyundai Venue SX Opt Turbo BSIV,Hyundai Venue SX Opt Turbo BSIV,NaN,9.7 Lakh*,Ahmedabad
179,2019,Diesel,"42,000 kms",First Owner,Manual,Renault Duster 85PS Diesel RxS,Renault Duster 85PS Diesel RxS,NaN,8.5 Lakh*,Ahmedabad
180,2017,Diesel,"85,000 kms",First Owner,Manual,Honda WR-V i-DTEC VX,Honda WR-V i-DTEC VX,NaN,7.9 Lakh*,Ahmedabad
181,2020,Diesel,"12,000 kms",First Owner,Automatic,BMW 3 Series 320d Luxury Line,BMW 3 Series 320d Luxury Line,NaN,39 Lakh*,Ahmedabad
182,2009,Petrol,"51,000 kms",First Owner,Manual,Honda Civic 1.8 S MT,Honda Civic 1.8 S MT,NaN,3 Lakh*,Ahmedabad
183,2017,Petrol,"27,000 kms",First Owner,Manual,Honda Jazz 1.2 V i VTEC,Honda Jazz 1.2 V i VTEC,NaN,6.5 Lakh*,Ahmedabad
184,2020,Diesel,"10,000 kms",First Owner,Manual,Hyundai Aura SX option Diesel,Hyundai Aura SX option Diesel,NaN,7.9 Lakh*,Ahmedabad
185,2017,Diesel,"55,000 kms",First Owner,Automatic,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen Vento 1.5 TDI Highline AT,NaN,7 Lakh*,Ahmedabad
186,2018,Diesel,"66,000 kms",First Owner,Manual,Mahindra TUV 300 T8,Mahindra TUV 300 T8,NaN,7 Lakh*,Ahmedabad
187,2018,Petrol,"28,000 kms",First Owner,Automatic,Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai Creta 1.6 VTVT AT SX Plus,NaN,11.25 Lakh*,Ahmedabad
188,2011,Diesel,"1,47,000 kms",First Owner,Automatic,Audi A4 2.0 TDI,Audi A4 2.0 TDI,NaN,9.45 Lakh*,Ahmedabad
189,2014,Diesel,"55,632 kms",First Owner,Manual,Ford Figo Diesel Titanium,Ford Figo Diesel Titanium,NaN,2.7 Lakh*,Ahmedabad
190,2009,Diesel,"76,000 kms",Third Owner,Manual,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota Innova 2.5 G4 Diesel 8-seater,NaN,4 Lakh*,Ahmedabad
191,2017,Diesel,"1,01,000 kms",First Owner,Automatic,Volkswagen Tiguan 2.0 TDI Highline,Volkswagen Tiguan 2.0 TDI Highline,NaN,21.5 Lakh*,Ahmedabad
192,2013,Diesel,"85,693 kms",First Owner,Manual,Chevrolet Enjoy TCDi LS 7 Seater,Chevrolet Enjoy TCDi LS 7 Seater,NaN,3.49 Lakh*,Ahmedabad
193,2018,Diesel,"54,000 kms",First Owner,Manual,Hyundai Creta 1.6 CRDi SX Plus,Hyundai Creta 1.6 CRDi SX Plus,NaN,12.5 Lakh*,Ahmedabad
194,2011,Diesel,"67,000 kms",Second Owner,Manual,Nissan Micra Diesel XV,Nissan Micra Diesel XV,NaN,2.25 Lakh*,Ahmedabad
195,2016,Diesel,"63,000 kms",First Owner,Automatic,Ford Endeavour 3.2 Titanium AT 4X4,Ford Endeavour 3.2 Titanium AT 4X4,NaN,24.5 Lakh*,Ahmedabad
196,2019,Diesel,"55,000 kms",First Owner,Manual,Maruti Swift Dzire VDI,Maruti Swift Dzire VDI,NaN,7.25 Lakh*,Ahmedabad
197,2012,Petrol,"85,000 kms",Second Owner,Manual,Hyundai i10 Magna,Hyundai i10 Magna,NaN,2.7 Lakh*,Ahmedabad
198,2015,Diesel,"55,000 kms",First Owner,Manual,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,NaN,10 Lakh*,Ahmedabad
199,2015,Petrol,"35,400 kms",First Owner,Manual,Hyundai EON D Lite Plus,Hyundai EON D Lite Plus,NaN,2.75 Lakh*,Ahmedabad
200,2019,Diesel,"55,000 kms",First Owner,Manual,Maruti Swift Dzire VDI,Maruti Swift Dzire VDI,NaN,7.25 Lakh*,Ahmedabad
201,2012,Petrol,"85,000 kms",Second Owner,Manual,Hyundai i10 Magna,Hyundai i10 Magna,NaN,2.7 Lakh*,Ahmedabad
202,2015,Diesel,"55,000 kms",First Owner,Manual,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,NaN,10 Lakh*,Ahmedabad
203,2015,Petrol,"35,400 kms",First Owner,Manual,Hyundai EON D Lite Plus,Hyundai EON D Lite Plus,NaN,2.75 Lakh*,Ahmedabad
204,2016,Diesel,"1,09,000 kms",First Owner,Manual,Mahindra XUV500 W6 2WD,Mahindra XUV500 W6 2WD,NaN,8.51 Lakh*,Ahmedabad
205,2017,Diesel,"58,000 kms",First Owner,Manual,Toyota Fortuner 2016-2021 2.8 2WD MT,Toyota Fortuner 2016-2021 2.8 2WD MT,NaN,26.4 Lakh*,Ahmedabad
206,2017,Diesel,"29,000 kms",First Owner,Manual,Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen Ameo 1.5 TDI Comfortline,NaN,6 Lakh*,Ahmedabad
207,2015,Diesel,"60,000 kms",First Owner,Automatic,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz M-Class ML 250 CDI,NaN,30 Lakh*,Ahmedabad
208,2016,Petrol,"37,000 kms",First Owner,Automatic,Honda City i VTEC CVT VX,Honda City i VTEC CVT VX,NaN,8.9 Lakh*,Ahmedabad
209,2019,Diesel,"18,000 kms",First Owner,Automatic,BMW X3 xDrive 20d Luxury Line,BMW X3 xDrive 20d Luxury Line,NaN,54 Lakh*,Ahmedabad
210,2018,Petrol,"15,000 kms",First Owner,Automatic,Mercedes-Benz GL-Class 300 4MATIC Sport,Mercedes-Benz GL-Class 300 4MATIC Sport,NaN,45 Lakh*,Ahmedabad
211,2015,Diesel,"47,000 kms",First Owner,Automatic,Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi A4 2.0 TDI 177 Bhp Technology Edition,NaN,18.5 Lakh*,Ahmedabad
212,2019,Diesel,"58,000 kms",First Owner,Manual,Maruti Swift Dzire VDI,Maruti Swift Dzire VDI,NaN,6.9 Lakh*,Ahmedabad
213,2017,Diesel,"52,000 kms",First Owner,Manual,Hyundai i20 2015-2017 Magna 1.4 CRDi,Hyundai i20 2015-2017 Magna 1.4 CRDi,NaN,5.75 Lakh*,Ahmedabad
214,2019,Diesel,"40,000 kms",First Owner,Manual,Mahindra XUV500 W7 BSIV,Mahindra XUV500 W7 BSIV,NaN,12.75 Lakh*,Ahmedabad
215,2014,Petrol,"55,000 kms",First Owner,Manual,Nissan Terrano XL,Nissan Terrano XL,NaN,4.75 Lakh*,Ahmedabad
216,2012,Petrol,"86,000 kms",First Owner,Manual,Toyota Etios G Safety,Toyota Etios G Safety,NaN,3.5 Lakh*,Ahmedabad
217,2018,Diesel,"81,800 kms",First Owner,Automatic,Hyundai Creta 1.6 SX Automatic Diesel,Hyundai Creta 1.6 SX Automatic Diesel,NaN,13.25 Lakh*,Ahmedabad
218,2017,Diesel,"19,000 kms",First Owner,Manual,Ford Figo 1.5D Titanium MT,Ford Figo 1.5D Titanium MT,NaN,5.9 Lakh*,Ahmedabad
219,2019,Diesel,"31,001 kms",First Owner,Manual,Maruti Ciaz Alpha 1.5,Maruti Ciaz Alpha 1.5,NaN,9.25 Lakh*,Ahmedabad
220,2013,Diesel,"80,000 kms",First Owner,Manual,Honda Amaze S i-Dtech,Honda Amaze S i-Dtech,NaN,3.69 Lakh*,Ahmedabad
221,2016,Petrol,"28,000 kms",First Owner,Automatic,Honda Amaze VX AT i-Vtech,Honda Amaze VX AT i-Vtech,NaN,6.9 Lakh*,Ahmedabad
222,2014,Diesel,"1,14,000 kms",First Owner,Automatic,Volvo XC60 D4 SUMMUM,Volvo XC60 D4 SUMMUM,NaN,16.51 Lakh*,Ahmedabad
223,2020,Diesel,"12,000 kms",First Owner,Automatic,Hyundai Creta SX Diesel AT,Hyundai Creta SX Diesel AT,NaN,18.45 Lakh*,Ahmedabad
224,2015,Diesel,"67,000 kms",Second Owner,Automatic,Mercedes-Benz A-Class A200 CDI,Mercedes-Benz A-Class A200 CDI,NaN,14.5 Lakh*,Ahmedabad
225,2020,Diesel,"24,000 kms",First Owner,Automatic,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,NaN,31.5 Lakh*,Ahmedabad
226,2020,Diesel,"17,700 kms",First Owner,Manual,Mahindra XUV500 W7,Mahindra XUV500 W7,NaN,13.9 Lakh*,Ahmedabad
227,2018,Diesel,"80,000 kms",First Owner,Automatic,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai Verna CRDi 1.6 AT SX Plus,NaN,10.5 Lakh*,Ahmedabad
228,2020,Petrol,"27,000 kms",First Owner,Automatic,Volkswagen Vento 1.0 TSI Highline Plus AT,Volkswagen Vento 1.0 TSI Highline Plus AT,NaN,11.75 Lakh*,Ahmedabad
229,2017,Diesel,"50,000 kms",First Owner,Manual,Hyundai Creta 1.4 E Plus,Hyundai Creta 1.4 E Plus,NaN,8.75 Lakh*,Ahmedabad
230,2015,Petrol,"40,000 kms",First Owner,Automatic,Volkswagen Polo 2015-2019 GT TSI,Volkswagen Polo 2015-2019 GT TSI,NaN,6.5 Lakh*,Ahmedabad
231,2018,Diesel,"48,000 kms",First Owner,Manual,Toyota Platinum Etios 1.4 GD,Toyota Platinum Etios 1.4 GD,NaN,6.51 Lakh*,Ahmedabad
232,2018,Diesel,"52,793 kms",First Owner,Manual,Maruti Vitara Brezza VDi,Maruti Vitara Brezza VDi,NaN,7.7 Lakh*,Ahmedabad
233,2013,Diesel,"89,000 kms",Second Owner,Automatic,BMW 5 Series 520d Luxury Line,BMW 5 Series 520d Luxury Line,NaN,17.9 Lakh*,Ahmedabad
234,2013,Diesel,"21,764 kms",First Owner,Manual,Renault Pulse RxL,Renault Pulse RxL,NaN,3.5 Lakh*,Ahmedabad
235,2012,Diesel,"63,940 kms",Second Owner,Manual,Volkswagen Vento Diesel Trendline,Volkswagen Vento Diesel Trendline,NaN,3.51 Lakh*,Ahmedabad
236,2017,Diesel,"84,000 kms",First Owner,Manual,Toyota Fortuner 2016-2021 2.8 4WD MT,Toyota Fortuner 2016-2021 2.8 4WD MT,NaN,27.5 Lakh*,Ahmedabad
237,2019,Diesel,"20,000 kms",First Owner,Automatic,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar XE 2016-2019 2.0L Diesel Prestige,NaN,32.5 Lakh*,Ahmedabad
238,2012,Diesel,"83,000 kms",First Owner,Manual,Mahindra XUV500 W8 2WD,Mahindra XUV500 W8 2WD,NaN,5.9 Lakh*,Ahmedabad
239,2017,Petrol,"15,372 kms",First Owner,Manual,Honda City i VTEC VX Option,Honda City i VTEC VX Option,NaN,9.5 Lakh*,Ahmedabad
240,2015,Petrol,"10,600 kms",First Owner,Automatic,Audi A3 cabriolet 40 TFSI Premium Plus,Audi A3 cabriolet 40 TFSI Premium Plus,NaN,38.5 Lakh*,Ahmedabad
241,2018,Diesel,"39,000 kms",First Owner,Automatic,Honda Amaze 2016-2021 V CVT Diesel,Honda Amaze 2016-2021 V CVT Diesel,NaN,7.75 Lakh*,Ahmedabad
242,2013,Diesel,"70,000 kms",Second Owner,Manual,Hyundai Verna 1.6 SX CRDi (O),Hyundai Verna 1.6 SX CRDi (O),NaN,4.51 Lakh*,Ahmedabad
243,2018,Diesel,"76,000 kms",First Owner,Manual,Tata Hexa XM,Tata Hexa XM,NaN,9.75 Lakh*,Ahmedabad
244,2017,Petrol,"55,000 kms",First Owner,Manual,Maruti Wagon R LXI,Maruti Wagon R LXI,NaN,3.4 Lakh*,Ahmedabad
245,2012,Petrol,"79,500 kms",Second Owner,Manual,Hyundai EON Magna,Hyundai EON Magna,NaN,2.28 Lakh*,Ahmedabad
246,2016,Diesel,"69,000 kms",First Owner,Manual,Maruti Ertiga SHVS VDI,Maruti Ertiga SHVS VDI,NaN,6.91 Lakh*,Ahmedabad
247,2020,Petrol,"9,331 kms",Test Drive Car,Manual,Renault Triber RXZ BSIV,Renault Triber RXZ BSIV,NaN,6.5 Lakh*,Ahmedabad
248,2018,Diesel,"24,500 kms",First Owner,Automatic,Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz C-Class Progressive C 220d,NaN,35.5 Lakh*,Ahmedabad
249,2015,Diesel,"65,243 kms",First Owner,Manual,Maruti Ciaz VDi Plus,Maruti Ciaz VDi Plus,NaN,5.25 Lakh*,Ahmedabad
250,2018,Diesel,"19,951 kms",First Owner,Manual,Honda Amaze 2016-2021 S i-DTEC,Honda Amaze 2016-2021 S i-DTEC,NaN,7.5 Lakh*,Ahmedabad
251,2011,Diesel,"83,000 kms",First Owner,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,NaN,5.7 Lakh*,Ahmedabad
252,2012,Diesel,"72,369 kms",Second Owner,Manual,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat Grande Punto 1.3 Emotion Pack (Diesel),NaN,"94,000*",Ahmedabad
253,2016,Diesel,"83,000 kms",First Owner,Manual,Maruti Baleno Delta 1.3,Maruti Baleno Delta 1.3,NaN,5.39 Lakh*,Ahmedabad
254,2016,Diesel,"65,000 kms",First Owner,Manual,Honda City i DTEC V,Honda City i DTEC V,NaN,6.45 Lakh*,Ahmedabad
255,2014,Petrol,"68,000 kms",First Owner,Automatic,Hyundai Grand i10 AT Sportz,Hyundai Grand i10 AT Sportz,NaN,4.79 Lakh*,Ahmedabad
256,2014,Diesel,"72,558 kms",Second Owner,Manual,Maruti Swift VDI BSIV,Maruti Swift VDI BSIV,NaN,3.82 Lakh*,Ahmedabad
257,2014,Diesel,"1,18,419 kms",Second Owner,Automatic,Audi Q3 2.0 TDI,Audi Q3 2.0 TDI,NaN,11 Lakh*,Ahmedabad
258,2016,Diesel,"70,000 kms",First Owner,Manual,Maruti Swift Dzire LDI,Maruti Swift Dzire LDI,NaN,3.38 Lakh*,Ahmedabad
259,2012,Diesel,"51,000 kms",First Owner,Manual,Mahindra Quanto C2,Mahindra Quanto C2,NaN,3.39 Lakh*,Ahmedabad
260,2019,Diesel,"58,000 kms",First Owner,Manual,Maruti Swift Dzire VDI,Maruti Swift Dzire VDI,NaN,6.9 Lakh*,Ahmedabad
261,2015,Diesel,"67,000 kms",Second Owner,Automatic,Mercedes-Benz A-Class A200 CDI,Mercedes-Benz A-Class A200 CDI,NaN,14.5 Lakh*,Ahmedabad
262,2011,Petrol,"76,385 kms",First Owner,Manual,Hyundai i10 Era,Hyundai i10 Era,NaN,2.75 Lakh*,Ahmedabad
263,2018,Diesel,"19,951 kms",First Owner,Manual,Honda Amaze 2016-2021 S i-DTEC,Honda Amaze 2016-2021 S i-DTEC,NaN,7.5 Lakh*,Ahmedabad
264,2018,Petrol,"62,348 kms",First Owner,Manual,Maruti Swift Dzire VXI 1.2,Maruti Swift Dzire VXI 1.2,NaN,6.11 Lakh*,Ahmedabad
265,2016,Diesel,"70,000 kms",First Owner,Manual,Maruti Swift Dzire LDI,Maruti Swift Dzire LDI,NaN,3.38 Lakh*,Ahmedabad
266,2020,Diesel,"17,700 kms",First Owner,Manual,Mahindra XUV500 W7,Mahindra XUV500 W7,NaN,13.9 Lakh*,Ahmedabad
267,2015,Petrol,"40,000 kms",First Owner,Automatic,Volkswagen Polo 2015-2019 GT TSI,Volkswagen Polo 2015-2019 GT TSI,NaN,6.5 Lakh*,Ahmedabad
268,2018,Diesel,"15,000 kms",First Owner,Automatic,Audi A4 35 TDI Technology,Audi A4 35 TDI Technology,NaN,31.5 Lakh*,Ahmedabad
269,2018,Diesel,"24,500 kms",First Owner,Automatic,Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz C-Class Progressive C 220d,NaN,35.5 Lakh*,Ahmedabad
270,2017,Diesel,"22,000 kms",First Owner,Automatic,Audi Q7 2006-2020 45 TDI Quattro Technology,Audi Q7 2006-2020 45 TDI Quattro Technology,NaN,58 Lakh*,Ahmedabad
271,2010,Petrol,"64,000 kms",First Owner,Manual,Maruti Estilo LXI,Maruti Estilo LXI,NaN,1.85 Lakh*,Ahmedabad
272,2011,Diesel,"83,000 kms",First Owner,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,NaN,5.7 Lakh*,Ahmedabad
273,2012,Diesel,"72,369 kms",Second Owner,Manual,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat Grande Punto 1.3 Emotion Pack (Diesel),NaN,"94,000*",Ahmedabad
274,2016,Diesel,"65,000 kms",First Owner,Manual,Honda City i DTEC V,Honda City i DTEC V,NaN,6.45 Lakh*,Ahmedabad
275,2014,Petrol,"68,000 kms",First Owner,Automatic,Hyundai Grand i10 AT Sportz,Hyundai Grand i10 AT Sportz,NaN,4.79 Lakh*,Ahmedabad
276,2018,Diesel,"35,000 kms",First Owner,Automatic,Toyota Fortuner 2016-2021 TRD AT,Toyota Fortuner 2016-2021 TRD AT,NaN,29.94 Lakh*,Ahmedabad
277,2016,Diesel,"83,000 kms",First Owner,Manual,Maruti Baleno Delta 1.3,Maruti Baleno Delta 1.3,NaN,5.39 Lakh*,Ahmedabad
278,2014,Diesel,"72,558 kms",Second Owner,Manual,Maruti Swift VDI BSIV,Maruti Swift VDI BSIV,NaN,3.82 Lakh*,Ahmedabad
279,2014,Diesel,"1,18,419 kms",Second Owner,Automatic,Audi Q3 2.0 TDI,Audi Q3 2.0 TDI,NaN,11 Lakh*,Ahmedabad
280,2014,Diesel,"51,000 kms",First Owner,Manual,Honda City i DTec SV,Honda City i DTec SV,NaN,5.51 Lakh*,Ahmedabad
281,2017,Diesel,"64,000 kms",First Owner,Manual,Hyundai Xcent 1.1 CRDi S,Hyundai Xcent 1.1 CRDi S,NaN,5.34 Lakh*,Ahmedabad
282,2018,Diesel,"15,000 kms",First Owner,Automatic,Audi A4 35 TDI Technology,Audi A4 35 TDI Technology,NaN,31.5 Lakh*,Ahmedabad
283,2018,Petrol,"27,000 kms",First Owner,Manual,Hyundai Creta 1.6 VTVT SX Plus,Hyundai Creta 1.6 VTVT SX Plus,NaN,11.5 Lakh*,Ahmedabad
284,2013,Diesel,"64,000 kms",First Owner,Manual,Toyota Etios VD,Toyota Etios VD,NaN,3.75 Lakh*,Ahmedabad
285,2013,Diesel,"68,000 kms",First Owner,Manual,Toyota Etios GD,Toyota Etios GD,NaN,3.9 Lakh*,Ahmedabad
286,2014,Diesel,"76,000 kms",First Owner,Automatic,Audi A4 2.0 TDI Multitronic,Audi A4 2.0 TDI Multitronic,NaN,14.49 Lakh*,Ahmedabad
287,2018,Diesel,"35,000 kms",First Owner,Automatic,Toyota Fortuner 2016-2021 TRD AT,Toyota Fortuner 2016-2021 TRD AT,NaN,29.94 Lakh*,Ahmedabad
288,2010,Diesel,"68,000 kms",Second Owner,Automatic,Audi Q7 2006-2020 4.2 TDI Quattro Technology,Audi Q7 2006-2020 4.2 TDI Quattro Technology,NaN,13.74 Lakh*,Ahmedabad
289,2019,Diesel,"60,833 kms",First Owner,Manual,Tata Nexon 1.5 Revotorq XZ Plus,Tata Nexon 1.5 Revotorq XZ Plus,NaN,7.81 Lakh*,Ahmedabad
290,2012,Diesel,"1,30,000 kms",First Owner,Manual,Toyota Innova 2.5 VX 7 STR,Toyota Innova 2.5 VX 7 STR,NaN,7.35 Lakh*,Ahmedabad
291,2017,Diesel,"70,000 kms",First Owner,Manual,Maruti Ciaz 1.3 Delta,Maruti Ciaz 1.3 Delta,NaN,6.75 Lakh*,Ahmedabad
292,2014,Diesel,"35,000 kms",Second Owner,Manual,Audi Q3 S Edition,Audi Q3 S Edition,NaN,16.9 Lakh*,Ahmedabad
293,2008,Diesel,"89,000 kms",Third Owner,Automatic,BMW 5 Series 520d,BMW 5 Series 520d,NaN,11.5 Lakh*,Ahmedabad
294,2016,Diesel,"43,000 kms",First Owner,Automatic,Mahindra Ssangyong Rexton RX7,Mahindra Ssangyong Rexton RX7,NaN,9 Lakh*,Ahmedabad
295,2013,Diesel,"61,000 kms",Second Owner,Manual,Honda Amaze S i-Dtech,Honda Amaze S i-Dtech,NaN,3.51 Lakh*,Ahmedabad
296,2014,Diesel,"87,000 kms",First Owner,Automatic,Audi Q3 2.0 TDI Quattro Premium Plus,Audi Q3 2.0 TDI Quattro Premium Plus,NaN,15.9 Lakh*,Ahmedabad
297,2013,Petrol,"48,000 kms",First Owner,Manual,Honda Brio S MT,Honda Brio S MT,NaN,3.5 Lakh*,Ahmedabad
298,2015,Diesel,"54,000 kms",First Owner,Manual,Maruti Ciaz VDi Plus SHVS,Maruti Ciaz VDi Plus SHVS,NaN,5.25 Lakh*,Ahmedabad
299,2017,Diesel,"54,000 kms",First Owner,Manual,Hyundai Verna CRDi 1.6 SX,Hyundai Verna CRDi 1.6 SX,NaN,7 Lakh*,Ahmedabad
300,2013,Petrol,"45,000 kms",First Owner,Manual,Honda Brio V MT,Honda Brio V MT,NaN,3.35 Lakh*,Ahmedabad
301,2017,Diesel,"60,001 kms",First Owner,Manual,Maruti Ciaz ZDi Plus SHVS,Maruti Ciaz ZDi Plus SHVS,NaN,6.5 Lakh*,Ahmedabad
302,2014,Petrol,"61,300 kms",First Owner,Manual,Maruti Wagon R VXI,Maruti Wagon R VXI,NaN,3.4 Lakh*,Ahmedabad
303,2017,Diesel,"60,000 kms",First Owner,Manual,Toyota Innova Crysta 2016-2020 2.4 ZX MT,Toyota Innova Crysta 2016-2020 2.4 ZX MT,NaN,17.5 Lakh*,Ahmedabad
304,2016,Diesel,"45,000 kms",Second Owner,Automatic,BMW 3 Series 320d Luxury Line,BMW 3 Series 320d Luxury Line,NaN,16.9 Lakh*,Ahmedabad
305,2010,Diesel,"75,000 kms",First Owner,Manual,Hyundai Verna Transform SX VGT CRDi,Hyundai Verna Transform SX VGT CRDi,NaN,2.9 Lakh*,Ahmedabad
306,2016,Diesel,"76,001 kms",First Owner,Manual,Maruti Ciaz ZDi Plus,Maruti Ciaz ZDi Plus,NaN,7.15 Lakh*,Ahmedabad
307,2017,Petrol,"55,000 kms",First Owner,Automatic,Honda Jazz V CVT,Honda Jazz V CVT,NaN,6.61 Lakh*,Ahmedabad
308,2016,Diesel,"58,000 kms",First Owner,Manual,Hyundai Verna 1.6 CRDi SX,Hyundai Verna 1.6 CRDi SX,NaN,6.51 Lakh*,Ahmedabad
309,2013,Diesel,"1,00,000 kms",Second Owner,Automatic,Mahindra Ssangyong Rexton RX7,Mahindra Ssangyong Rexton RX7,NaN,8 Lakh*,Ahmedabad
310,2015,Diesel,"16,129 kms",First Owner,Automatic,Mahindra Ssangyong Rexton RX7,Mahindra Ssangyong Rexton RX7,NaN,12 Lakh*,Ahmedabad
311,2018,Diesel,"89,000 kms",First Owner,Manual,Maruti Vitara Brezza VDi Option,Maruti Vitara Brezza VDi Option,NaN,7.65 Lakh*,Ahmedabad
312,2012,Petrol,"74,000 kms",Second Owner,Manual,Hyundai Sonata 2.4 GDi MT,Hyundai Sonata 2.4 GDi MT,NaN,6.5 Lakh*,Ahmedabad
313,2018,Diesel,"35,830 kms",First Owner,Manual,Skoda Rapid 1.5 TDI Active BSIV,Skoda Rapid 1.5 TDI Active BSIV,NaN,8.9 Lakh*,Ahmedabad
314,2015,Diesel,"61,000 kms",First Owner,Manual,Honda Amaze S i-Dtech,Honda Amaze S i-Dtech,NaN,4.4 Lakh*,Ahmedabad
315,2013,Diesel,"58,369 kms",First Owner,Manual,Volkswagen Vento 1.5 TDI Comfortline,Volkswagen Vento 1.5 TDI Comfortline,NaN,4.25 Lakh*,Ahmedabad
316,2015,Petrol,"44,000 kms",Second Owner,Manual,Hyundai i20 Asta Option 1.2,Hyundai i20 Asta Option 1.2,NaN,5.75 Lakh*,Ahmedabad
317,2009,Petrol,"86,000 kms",Second Owner,Automatic,Honda City 1.5 S AT,Honda City 1.5 S AT,NaN,3.5 Lakh*,Ahmedabad
318,2015,Petrol,"65,000 kms",First Owner,Manual,Maruti Swift Dzire VXI,Maruti Swift Dzire VXI,NaN,4.75 Lakh*,Ahmedabad
319,2018,Diesel,"54,000 kms",First Owner,Automatic,Ford Endeavour 3.2 Titanium AT 4X4,Ford Endeavour 3.2 Titanium AT 4X4,NaN,25.5 Lakh*,Ahmedabad
320,2019,Diesel,"55,000 kms",First Owner,Automatic,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai Creta 1.6 CRDi AT SX Plus,NaN,13.75 Lakh*,Ahmedabad
321,2013,Diesel,"52,000 kms",First Owner,Manual,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai i20 Magna Optional 1.4 CRDi,NaN,3.5 Lakh*,Ahmedabad
322,2018,Petrol,"33,500 kms",First Owner,Manual,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai Grand i10 1.2 Kappa Magna BSIV,NaN,5.4 Lakh*,Ahmedabad
323,2013,Diesel,"60,003 kms",First Owner,Manual,Renault Scala Diesel RxL,Renault Scala Diesel RxL,NaN,3.25 Lakh*,Ahmedabad
324,2018,Diesel,"54,000 kms",First Owner,Automatic,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai Verna CRDi 1.6 AT SX Plus,NaN,10 Lakh*,Ahmedabad
